complaint_id,road_segment_id,complaint_date,complaint_time,latitude,longitude,location_description,complaint_text,language,damage_type,severity,traffic_impact,safety_risk,vehicle_accident_reported,pedestrian_risk,two_wheeler_risk,emergency_route,status,assigned_department,resolution_date,resolution_type,photo_path,submission_channel
CMP_001257,RD_00992,25-06-2026,22:08,12.952347,80.180513,Near Perungudi,Road surface is damaged and needs attention,Tamil-English,Faded_Road_Marking,Medium,Medium,Low,No,No,No,No,Resolved,GCC Roads,03-07-2026,Resurfacing,,legacy_record
CMP_001258,RD_00344,11-03-2026,18:00,13.059513,80.262278,Near Taramani,Road defect requires inspection and repair,Tamil-English,Damaged_Footpath,High,High,High,Yes,Yes,No,No,Resolved,GCC Roads,29-03-2026,Resurfacing,,legacy_record
CMP_001259,RD_00037,27-07-2026,05:24,12.954143,80.2068,Near Saidapet,Damaged section is affecting normal traffic,English,Obstruction,Medium,High,Medium,No,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_001260,RD_00831,16-04-2026,07:06,13.063468,80.192867,Near Mylapore,Water remains on the road after rainfall,English,Waterlogging,Low,High,Low,Yes,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_001261,RD_00486,16-01-2026,05:01,13.115332,80.199248,Near Mylapore,Long cracks visible across the road surface,Tamil-English,Crack,High,Low,Low,No,No,No,No,Resolved,GCC Roads,21-01-2026,Resurfacing,,legacy_record
CMP_001262,RD_00725,04-02-2026,14:53,12.982965,80.265057,Near Porur,Road condition is worsening at this location,English,Alligator_Cracking,High,Low,Medium,No,No,No,No,Resolved,GCC Roads,27-02-2026,Resurfacing,,legacy_record
CMP_001263,RD_00646,07-06-2026,20:20,12.995482,80.216108,Near Porur,Road surface is damaged and needs attention,English,Construction_Debris,Medium,,Medium,No,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_001264,RD_00560,10-02-2026,13:41,12.956828,80.176496,Near T Nagar,Road defect requires inspection and repair,Tamil-English,Uneven_Surface,Medium,Medium,Medium,No,No,No,No,Resolved,GCC Roads,08-03-2026,Resurfacing,,legacy_record
CMP_001265,RD_00606,29-06-2026,10:21,13.134213,80.168582,Near Thoraipakkam,Damaged section is affecting normal traffic,Tamil-English,Rutting,Low,Severe,Low,No,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_001266,RD_00868,25-01-2026,09:19,13.100175,80.282981,Near Adambakkam,Road drainage is not functioning properly,English,Drainage_Failure,Medium,High,Medium,No,No,No,No,Resolved,GCC Roads,23-02-2026,Resurfacing,,legacy_record
CMP_001267,RD_00818,18-08-2026,07:16,12.952386,80.219266,Near Thoraipakkam,Damaged section is affecting normal traffic,Tamil-English,Damaged_Median,High,Low,High,No,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_001268,RD_00740,27-08-2026,06:10,12.926759,80.292182,Near Adyar,Road surface is damaged and needs attention,English,Subsidence,Medium,,High,No,No,No,No,Resolved,GCC Roads,14-09-2026,Resurfacing,,legacy_record
CMP_001269,RD_00885,21-05-2026,15:48,13.025969,80.165438,Near Mogappair,Water remains on the road after rainfall,Tamil,Waterlogging,Medium,Medium,Low,No,No,No,No,Resolved,GCC Roads,07-06-2026,Resurfacing,,legacy_record
CMP_001270,RD_00260,02-04-2026,11:03,13.082032,80.192354,Near Medavakkam,Drain is blocked and water is entering the road,Tamil-English,Drainage_Failure,Medium,Medium,High,No,No,No,No,In Progress,GCC Roads,,,,legacy_record
CMP_001271,RD_00408,01-01-2026,09:01,13.083027,80.201816,Near Shenoy Nagar,Damaged section is affecting normal traffic,English,Other,Low,Low,Medium,No,No,Yes,No,Open,GCC Roads,,,,legacy_record
CMP_001272,RD_00378,06-02-2026,16:15,12.986961,80.287197,Near Shenoy Nagar,Damaged section is affecting normal traffic,Tamil-English,Depression,Medium,,Medium,No,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_001273,RD_00412,28-05-2026,12:16,13.011812,80.243506,Near Thoraipakkam,Road defect requires inspection and repair,Tamil-English,Missing_Road_Marking,Medium,High,High,No,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_001274,RD_00352,11-06-2026,10:52,13.010423,80.225456,Near Guindy,Damaged section is affecting normal traffic,Tamil,Broken_Streetlight,Low,Low,Low,No,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_001275,RD_00118,05-01-2026,13:00,12.964539,80.245001,Near Porur,Road condition is worsening at this location,English,Uneven_Surface,Medium,High,High,No,No,No,No,Resolved,GCC Roads,14-01-2026,Resurfacing,,legacy_record
CMP_001276,RD_00403,08-05-2026,08:30,12.932802,80.184345,Near T Nagar,Unsafe road condition reported by residents,English,Road_Work_Incomplete,Medium,Medium,Medium,No,No,No,No,In Progress,GCC Roads,,,,legacy_record
CMP_001277,RD_00216,15-07-2026,13:32,12.920807,80.282601,Near Taramani,Recently restored road surface has deteriorated again,English,Poor_Restoration,Medium,Low,Medium,No,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_001278,RD_00967,03-07-2026,11:18,12.985706,80.252035,Near Porur,Road defect requires inspection and repair,Tamil-English,Damaged_Median,Medium,Medium,Medium,No,No,No,No,In Progress,GCC Roads,,,,legacy_record
CMP_001279,RD_00268,08-04-2026,18:17,13.066772,80.167349,Near Ambattur,Recently restored road surface has deteriorated again,English,Poor_Restoration,High,Low,High,No,No,No,No,Resolved,GCC Roads,24-04-2026,Resurfacing,,legacy_record
CMP_001280,RD_00369,03-01-2026,20:38,13.082492,80.236432,Near Saidapet,Road defect requires inspection and repair,English,Depression,Low,Medium,High,No,No,No,No,Resolved,GCC Roads,20-01-2026,Resurfacing,,legacy_record
CMP_001281,RD_00092,06-02-2026,19:42,13.13699,80.265519,Near Saidapet,Road surface is damaged and needs attention,English,Damaged_Signage,High,High,High,No,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_001282,RD_00574,08-04-2026,19:45,12.935456,80.257317,Near Ambattur,Road drainage is not functioning properly,English,Drainage_Failure,Critical,High,Medium,No,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_001283,RD_00546,08-03-2026,00:01,13.13742,80.164128,Near Thoraipakkam,Road surface is damaged and needs attention,Tamil-English,Other,Low,High,Medium,No,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_001284,RD_00981,13-05-2026,01:49,13.000255,80.153427,Near Besant Nagar,Several potholes visible on the carriageway,Tamil-English,Pothole,Low,High,Medium,No,No,No,No,In Progress,GCC Roads,,,,legacy_record
CMP_001285,RD_00695,27-02-2026,07:17,13.09574,80.291159,Near Shenoy Nagar,Road has been dug up for utility work,Tamil,Utility_Excavation,High,Medium,,No,No,No,No,In Progress,GCC Roads,,,,legacy_record
CMP_001286,RD_00296,30-05-2026,09:24,13.120092,80.230661,Near Velachery,Utility trench restoration is damaged and unsafe,Tamil,Unrestored_Road_Cut,Medium,Medium,Medium,No,No,No,No,Resolved,GCC Roads,12-06-2026,Resurfacing,,legacy_record
CMP_001287,RD_00153,16-01-2026,14:02,13.090409,80.272496,Near Anna Nagar,Road surface is damaged and needs attention,English,Missing_Road_Marking,Low,Medium,Medium,No,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_001288,RD_00183,24-04-2026,06:14,12.909302,80.162298,Near Guindy,Road defect requires inspection and repair,English,Rutting,Medium,,High,No,No,No,No,Resolved,GCC Roads,14-05-2026,Resurfacing,,legacy_record
CMP_001289,RD_00687,25-03-2026,00:19,12.955936,80.200714,Near Mogappair,Road defect requires inspection and repair,Tamil,Damaged_Footpath,High,Low,High,No,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_001290,RD_00571,17-07-2026,21:13,13.010372,80.155503,Near Perungudi,Unsafe road condition reported by residents,Tamil-English,Missing_Manhole_Cover,High,,High,No,No,No,No,Resolved,GCC Roads,01-08-2026,Resurfacing,,legacy_record
CMP_001291,RD_00121,30-05-2026,08:23,12.992391,80.272793,Near Perungudi,Damaged section is affecting normal traffic,Tamil-English,Uneven_Surface,High,Low,Low,No,No,Yes,No,Resolved,GCC Roads,10-06-2026,Resurfacing,,legacy_record
CMP_001292,RD_00236,09-05-2026,03:34,13.012029,80.290106,Near Nungambakkam,Road surface is damaged and needs attention,English,Damaged_Signage,Medium,High,Medium,No,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_001293,RD_00552,07-04-2026,23:45,12.932374,80.189462,Near Adambakkam,Large pothole near the road junction causing vehicles to slow down,English,Pothole,Low,High,Medium,No,No,No,No,Resolved,GCC Roads,26-04-2026,Pothole filling,,legacy_record
CMP_001294,RD_00511,25-08-2026,12:08,13.111992,80.177062,Near Ambattur,Cracks spreading along the lane,Tamil,Crack,Medium,High,Medium,No,No,No,No,Resolved,GCC Roads,03-09-2026,Resurfacing,,legacy_record
CMP_001295,RD_00368,20-04-2026,06:28,12.971831,80.288936,Near Thoraipakkam,Unsafe road condition reported by residents,Tamil,Alligator_Cracking,Medium,Low,High,No,No,No,No,In Progress,GCC Roads,,,,legacy_record
CMP_001296,RD_00532,08-02-2026,04:10,12.95889,80.244548,Near Adambakkam,Road surface is damaged and needs attention,Tamil-English,Road_Surface_Deterioration,Critical,High,High,No,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_001297,RD_00225,12-02-2026,21:51,13.143797,80.27396,Near Ambattur,Road defect requires inspection and repair,Tamil-English,Road_Work_Incomplete,Low,Low,High,Yes,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_001298,RD_00444,12-08-2026,04:24,13.050142,80.182889,Near Nungambakkam,Damaged section is affecting normal traffic,English,Damaged_Median,Low,Medium,Medium,No,No,No,No,Resolved,GCC Roads,17-08-2026,Resurfacing,,legacy_record
CMP_001299,RD_00119,09-05-2026,13:01,12.927051,80.289818,Near Anna Nagar,Unsafe road condition reported by residents,Tamil-English,Missing_Manhole_Cover,Medium,Medium,Medium,No,No,No,No,Resolved,GCC Roads,02-06-2026,Resurfacing,,legacy_record
CMP_001300,RD_00221,13-04-2026,22:08,13.111321,80.187355,Near Saidapet,Damaged section is affecting normal traffic,Tamil-English,Obstruction,Low,Medium,Medium,No,Yes,No,No,Open,GCC Roads,,,,legacy_record
CMP_001301,RD_00157,18-01-2026,11:34,13.103252,80.205136,Near Adambakkam,Unsafe road condition reported by residents,Tamil,Road_Work_Incomplete,Critical,Medium,Critical,No,No,Yes,No,Open,GCC Roads,,,,legacy_record
CMP_001302,RD_00953,29-03-2026,09:25,13.050843,80.224724,Near Besant Nagar,Several potholes visible on the carriageway,Tamil-English,Pothole,High,,High,No,No,No,No,Resolved,GCC Roads,19-04-2026,Pothole filling,,legacy_record
CMP_001303,RD_00140,31-05-2026,17:47,12.960017,80.18495,Near Adambakkam,Damaged section is affecting normal traffic,English,Alligator_Cracking,High,High,Medium,No,No,No,No,In Progress,GCC Roads,,,,legacy_record
CMP_001304,RD_00680,24-03-2026,12:04,12.923026,80.224166,Near Taramani,Road condition is worsening at this location,Tamil-English,Uneven_Surface,Low,Medium,,No,No,No,No,In Progress,GCC Roads,,,,legacy_record
CMP_001305,RD_00012,09-08-2026,05:57,12.945259,80.283208,Near Taramani,Road surface is damaged and needs attention,Tamil-English,Edge_Cracking,Medium,Medium,Medium,No,No,No,No,Resolved,GCC Roads,31-08-2026,Resurfacing,,legacy_record
CMP_001306,RD_00250,04-02-2026,05:55,12.965157,80.179493,Near Besant Nagar,Road defect requires inspection and repair,Tamil,Other,High,Low,Low,No,No,Yes,No,Open,GCC Roads,,,,legacy_record
CMP_001307,RD_00006,29-01-2026,01:13,13.135436,80.283683,Near Maduravoyal,Long cracks visible across the road surface,Tamil,Crack,Medium,Medium,Medium,No,No,No,No,In Progress,GCC Roads,,,,legacy_record
CMP_001308,RD_00526,17-01-2026,15:36,13.079312,80.19018,Near Mylapore,Road drainage is not functioning properly,Tamil-English,Drainage_Failure,Low,High,Medium,No,No,No,No,Resolved,GCC Roads,13-02-2026,Resurfacing,,legacy_record
CMP_001309,RD_00389,21-07-2026,17:03,13.103609,80.221006,Near Besant Nagar,Recently restored road surface has deteriorated again,English,Poor_Restoration,Low,Medium,Low,No,No,No,Yes,Open,GCC Roads,,,,legacy_record
CMP_001310,RD_00761,27-08-2026,10:06,13.122971,80.181596,Near Saidapet,Unsafe road condition reported by residents,English,Obstruction,High,Low,Low,No,No,No,No,Resolved,GCC Roads,31-08-2026,Resurfacing,,legacy_record
CMP_001311,RD_00367,09-01-2026,18:17,13.143424,80.289412,Near Nungambakkam,Road defect requires inspection and repair,English,Damaged_Signage,High,Low,Critical,No,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_001312,RD_00159,13-05-2026,09:47,13.006055,80.249504,Near Mogappair,Large road hole creating a safety risk for motorists,Tamil,Pothole,Medium,High,,No,No,No,No,Resolved,GCC Roads,15-05-2026,Pothole filling,,legacy_record
CMP_001313,RD_00609,15-02-2026,13:29,13.002095,80.184885,Near Ambattur,Road defect requires inspection and repair,Tamil,Edge_Cracking,High,Medium,Medium,No,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_001314,RD_00084,17-05-2026,20:46,12.910173,80.197213,Near Shenoy Nagar,Road surface is damaged and needs attention,Tamil-English,Edge_Cracking,Medium,Medium,,No,No,No,No,Resolved,GCC Roads,07-06-2026,Resurfacing,,legacy_record
CMP_001315,RD_00344,22-03-2026,14:46,13.059309,80.261105,Near Taramani,Utility trench restoration is damaged and unsafe,Tamil,Unrestored_Road_Cut,High,Medium,Medium,No,No,No,No,In Progress,GCC Roads,,,,legacy_record
CMP_001316,RD_00522,14-08-2026,20:35,13.141957,80.278732,Near Mylapore,Road surface is damaged and needs attention,Tamil,Damaged_Median,High,Low,Medium,No,No,No,No,In Progress,GCC Roads,,,,legacy_record
CMP_001317,RD_00618,27-02-2026,11:22,12.904185,80.243245,Near Medavakkam,Road condition is worsening at this location,Tamil,Faded_Road_Marking,High,Medium,Low,No,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_001318,RD_00038,30-08-2026,20:39,12.969595,80.168031,Near Thoraipakkam,Damaged section is affecting normal traffic,Tamil,Missing_Road_Marking,Low,Medium,High,No,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_001319,RD_00287,26-07-2026,13:54,12.962749,80.246899,Near Medavakkam,Road section repeatedly floods during rain,English,Waterlogging,High,High,,No,No,No,No,In Progress,GCC Roads,,,,legacy_record
CMP_001320,RD_00908,01-09-2026,05:22,13.0458,80.215946,Near T Nagar,Unsafe road condition reported by residents,Tamil-English,Damaged_Median,Medium,High,High,No,Yes,No,No,In Progress,GCC Roads,,,,legacy_record
CMP_001321,RD_00997,20-07-2026,01:55,12.986634,80.164574,Near Pallikaranai,Road drainage is not functioning properly,Tamil,Drainage_Failure,Medium,High,Low,No,No,No,No,Resolved,GCC Roads,07-08-2026,Resurfacing,,legacy_record
CMP_001322,RD_00545,25-07-2026,01:29,13.117275,80.220186,Near Saidapet,Road surface is damaged and needs attention,English,Damaged_Signage,Medium,Medium,Medium,No,No,Yes,No,Open,GCC Roads,,,,legacy_record
CMP_001323,RD_00440,12-06-2026,20:31,13.050332,80.26964,Near Taramani,Road defect requires inspection and repair,Tamil,Missing_Manhole_Cover,Medium,Low,Medium,No,No,No,No,In Progress,GCC Roads,,,,legacy_record
CMP_001324,RD_00678,06-06-2026,05:15,13.09207,80.296119,Near Velachery,Damaged section is affecting normal traffic,English,Other,Low,High,Low,No,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_001325,RD_00693,14-07-2026,11:51,12.95766,80.282778,Near Nungambakkam,Road section repeatedly floods during rain,English,Waterlogging,Low,High,High,No,No,No,No,Resolved,GCC Roads,24-07-2026,Resurfacing,,legacy_record
CMP_001326,RD_00096,08-02-2026,17:21,12.941304,80.259402,Near Nungambakkam,Road defect requires inspection and repair,English,Edge_Cracking,Low,Medium,Critical,No,No,No,No,In Progress,GCC Roads,,,,legacy_record
CMP_001327,RD_00499,15-07-2026,16:42,12.920201,80.17165,Near Taramani,Road surface is damaged and needs attention,Tamil-English,Damaged_Manhole,Medium,High,Medium,No,No,No,No,Resolved,GCC Roads,09-08-2026,Resurfacing,,legacy_record
CMP_001328,RD_00900,26-04-2026,05:39,13.024767,80.222379,Near Ambattur,Road defect requires inspection and repair,Tamil,Damaged_Footpath,Medium,Medium,High,No,No,No,No,Resolved,GCC Roads,13-05-2026,Resurfacing,,legacy_record
CMP_001329,RD_00564,05-05-2026,22:12,13.077225,80.166515,Near Mylapore,Unsafe road condition reported by residents,English,Damaged_Manhole,High,High,Medium,No,No,Yes,No,Resolved,GCC Roads,10-05-2026,Resurfacing,,legacy_record
CMP_001330,RD_00630,05-07-2026,07:31,13.119173,80.267766,Near Thoraipakkam,Unsafe road condition reported by residents,Tamil-English,Obstruction,Medium,Severe,Medium,No,No,Yes,No,Resolved,GCC Roads,28-07-2026,Resurfacing,,legacy_record
CMP_001331,RD_00979,02-01-2026,14:16,12.939343,80.187135,Near Besant Nagar,Road condition is worsening at this location,Tamil-English,Road_Collapse,Low,Medium,High,No,Yes,No,No,Resolved,GCC Roads,20-01-2026,Resurfacing,,legacy_record
CMP_001332,RD_00887,21-08-2026,09:44,13.028171,80.231544,Near Mogappair,Road defect requires inspection and repair,Tamil-English,Missing_Road_Marking,High,High,High,No,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_001333,RD_00127,19-05-2026,15:23,12.977486,80.217633,Near Thoraipakkam,Damaged section is affecting normal traffic,English,Damaged_Footpath,Low,Medium,Medium,No,No,No,No,Resolved,GCC Roads,05-06-2026,Resurfacing,,legacy_record
CMP_001334,RD_00013,22-08-2026,20:26,13.11579,80.150967,Near Shenoy Nagar,Road condition is worsening at this location,Tamil-English,Road_Collapse,Low,,Low,No,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_001335,RD_00023,30-03-2026,11:57,13.047568,80.296953,Near Mogappair,Utility excavation is obstructing the road,English,Utility_Excavation,Medium,High,Medium,No,No,Yes,No,Open,GCC Roads,,,,legacy_record
CMP_001336,RD_00849,10-03-2026,17:15,12.911391,80.181105,Near Anna Nagar,Road condition is worsening at this location,Tamil-English,Edge_Cracking,Medium,High,High,No,No,No,No,Resolved,GCC Roads,06-04-2026,Resurfacing,,legacy_record
CMP_001337,RD_00998,22-01-2026,15:49,13.043483,80.289899,Near Ambattur,Unsafe road condition reported by residents,Tamil,Edge_Cracking,High,Medium,Low,No,No,No,No,In Progress,GCC Roads,,,,legacy_record
CMP_001338,RD_00310,19-02-2026,23:25,13.134719,80.287053,Near Shenoy Nagar,Large pothole near the road junction causing vehicles to slow down,Tamil-English,Pothole,Low,Low,Critical,No,No,No,No,In Progress,GCC Roads,,,,legacy_record
CMP_001339,RD_00135,30-07-2026,13:44,13.11061,80.176763,Near Anna Nagar,Drainage problem causing water accumulation,Tamil,Drainage_Failure,Medium,Medium,High,No,No,Yes,No,Open,GCC Roads,,,,legacy_record
CMP_001340,RD_00814,04-05-2026,04:15,13.120824,80.301094,Near Ambattur,Road surface is damaged and needs attention,Tamil-English,Other,Medium,,High,No,No,No,No,Resolved,GCC Roads,06-05-2026,Resurfacing,,legacy_record
CMP_001341,RD_00232,22-07-2026,21:49,13.028358,80.24494,Near Thoraipakkam,Damaged section is affecting normal traffic,Tamil,Missing_Road_Marking,Critical,High,Medium,No,No,No,Yes,Open,GCC Roads,,,,legacy_record
CMP_001342,RD_00950,28-07-2026,01:25,13.110593,80.246789,Near Ambattur,Unsafe road condition reported by residents,Tamil,Broken_Streetlight,Low,High,Medium,No,No,No,No,Open,GCC Roads,,,,legacy_record
CMP_001343,RD_00132,22-05-2026,10:01,13.06477,80.233727,Near Anna Nagar,Road surface is damaged and needs attention,Tamil-English,Alligator_Cracking,Medium,High,High,No,No,No,No,In Progress,GCC Roads,,,,legacy_record
CMP_001344,RD_00638,16-07-2026,08:07,12.942818,80.292918,Near Pallikaranai,Road surface has developed multiple cracks,Tamil,Crack,Medium,Low,Medium,No,No,No,No,Open,GCC Roads,,,,legacy_record
